lon,lat,time,spatial_ref,rf
80.25,18.75,2020-06-06,0,0.0
80.25,18.75,2020-06-07,0,0.0
80.25,18.75,2020-06-08,0,0.0
80.25,18.75,2020-06-09,0,0.0
80.25,18.75,2020-06-10,0,0.36230194568634033
80.25,18.75,2020-06-11,0,50.83809280395508
80.25,18.75,2020-06-12,0,5.749194145202637
80.25,18.75,2020-06-13,0,7.068171977996826
80.25,18.75,2020-06-14,0,1.4302990436553955
80.25,18.75,2020-06-15,0,3.7024223804473877
80.25,18.75,2020-06-16,0,26.402679443359375
80.25,18.75,2020-06-17,0,45.9498176574707
80.25,18.75,2020-06-18,0,2.172468662261963
80.25,18.75,2020-06-19,0,5.027003765106201
80.25,18.75,2020-06-20,0,0.0
80.25,18.75,2020-06-21,0,0.0
80.25,18.75,2020-06-22,0,62.396873474121094
80.25,18.75,2020-06-23,0,5.132205963134766
80.25,18.75,2020-06-24,0,11.379036903381348
80.25,18.75,2020-06-25,0,0.0
80.25,18.75,2020-06-26,0,0.0
80.25,18.75,2020-06-27,0,0.0
80.25,18.75,2020-06-28,0,2.5197415351867676
80.25,18.75,2020-06-29,0,0.4376618266105652
80.25,18.75,2020-06-30,0,16.648155212402344
80.25,18.75,2020-07-01,0,3.4289004802703857
80.25,18.75,2020-07-02,0,8.853116989135742
80.25,18.75,2020-07-03,0,0.0
80.25,18.75,2020-07-04,0,20.266376495361328
80.25,18.75,2020-07-05,0,30.363018035888672
80.25,18.75,2020-07-06,0,19.122554779052734
80.25,18.75,2020-07-07,0,1.6255767345428467
80.25,18.75,2020-07-08,0,0.31692755222320557
80.25,18.75,2020-07-09,0,2.841655969619751
80.25,18.75,2020-07-10,0,81.43537902832031
80.25,18.75,2020-07-11,0,0.0
80.25,18.75,2020-07-12,0,0.3515739440917969
80.25,18.75,2020-07-13,0,11.784995079040527
80.25,18.75,2020-07-14,0,0.6640386581420898
80.25,18.75,2020-07-15,0,69.5439682006836
80.25,18.75,2020-07-16,0,5.122154712677002
80.25,18.75,2020-07-17,0,8.444811820983887
80.25,18.75,2020-07-18,0,0.0
80.25,18.75,2020-07-19,0,0.0
80.25,18.75,2020-07-20,0,7.233892440795898
80.25,18.75,2020-07-21,0,6.798127174377441
80.25,18.75,2020-07-22,0,0.0
80.25,18.75,2020-07-23,0,45.60432052612305
80.25,18.75,2020-07-24,0,10.98415756225586
80.25,18.75,2020-07-25,0,21.996381759643555
80.25,18.75,2020-07-26,0,0.0
80.25,18.75,2020-07-27,0,0.0
80.25,18.75,2020-07-28,0,0.0
80.25,18.75,2020-07-29,0,2.113591432571411
80.25,18.75,2020-07-30,0,0.0
80.25,18.75,2020-07-31,0,0.0
80.25,18.75,2020-08-01,0,0.2554756700992584
80.25,18.75,2020-08-02,0,14.304388046264648
80.25,18.75,2020-08-03,0,6.439943313598633
80.25,18.75,2020-08-04,0,26.36726951599121
80.25,18.75,2020-08-05,0,1.6376521587371826
80.25,18.75,2020-08-06,0,6.897119998931885
80.25,18.75,2020-08-07,0,4.370646953582764
80.25,18.75,2020-08-08,0,8.743294715881348
80.25,18.75,2020-08-09,0,18.139284133911133
80.25,18.75,2020-08-10,0,108.59070587158203
80.25,18.75,2020-08-11,0,44.44179153442383
80.25,18.75,2020-08-12,0,4.100125789642334
80.25,18.75,2020-08-13,0,34.71968460083008
80.25,18.75,2020-08-14,0,136.70091247558594
80.25,18.75,2020-08-15,0,116.65293884277344
80.25,18.75,2020-08-16,0,281.5672607421875
80.25,18.75,2020-08-17,0,104.37220001220703
80.25,18.75,2020-08-18,0,21.764238357543945
80.25,18.75,2020-08-19,0,60.158138275146484
80.25,18.75,2020-08-20,0,73.91112518310547
80.25,18.75,2020-08-21,0,76.62850952148438
80.25,18.75,2020-08-22,0,10.692072868347168
80.25,18.75,2020-08-23,0,0.613141655921936
80.25,18.75,2020-08-24,0,0.0
80.25,18.75,2020-08-25,0,0.1625576764345169
80.25,18.75,2020-08-26,0,3.4043684005737305
80.25,18.75,2020-08-27,0,1.8894352912902832
80.25,18.75,2020-08-28,0,3.4991581439971924
80.25,18.75,2020-08-29,0,6.118697166442871
80.25,18.75,2020-08-30,0,0.40648725628852844
80.25,18.75,2020-08-31,0,0.0
80.25,18.75,2020-09-01,0,0.0
80.25,18.75,2020-09-02,0,0.0
80.25,18.75,2020-09-03,0,0.0
80.25,18.75,2020-09-04,0,0.0
80.25,18.75,2020-09-05,0,7.647213935852051
80.25,18.75,2020-09-06,0,0.0
80.25,18.75,2020-09-07,0,0.0
80.25,18.75,2020-09-08,0,0.0
80.25,18.75,2020-09-09,0,2.620255708694458
80.25,18.75,2020-09-10,0,0.0
80.25,18.75,2020-09-11,0,4.5314621925354
80.25,18.75,2020-09-12,0,8.221885681152344
80.25,18.75,2020-09-13,0,6.897392749786377
80.25,18.75,2020-09-14,0,27.813295364379883
80.25,18.75,2020-09-15,0,5.938971996307373
80.25,18.75,2020-09-16,0,0.0
80.25,18.75,2020-09-17,0,0.0
80.25,18.75,2020-09-18,0,1.5169800519943237
80.25,18.75,2020-09-19,0,7.497775554656982
80.25,18.75,2020-09-20,0,16.166975021362305
80.25,18.75,2020-09-21,0,17.804445266723633
80.25,18.75,2020-09-22,0,12.252619743347168
80.25,18.75,2020-09-23,0,0.26859453320503235
80.25,18.75,2020-09-24,0,0.0
80.25,18.75,2020-09-25,0,1.4051162004470825
80.25,18.75,2020-09-26,0,6.17356538772583
80.25,18.75,2020-09-27,0,0.1257649064064026
80.25,18.75,2020-09-28,0,0.0
80.25,18.75,2020-09-29,0,0.34363141655921936
80.25,18.75,2020-09-30,0,0.11570370197296143
80.25,18.75,2020-10-01,0,0.0
80.25,18.75,2020-10-02,0,0.0
80.25,18.75,2020-10-03,0,0.0
80.25,18.75,2020-10-04,0,0.0
80.25,18.75,2020-10-05,0,0.0
80.25,18.75,2020-10-06,0,0.0
80.25,18.75,2020-10-07,0,2.2897660732269287
80.25,18.75,2020-10-08,0,14.000871658325195
80.25,18.75,2020-10-09,0,0.2163156419992447
80.25,18.75,2020-10-10,0,0.5364989042282104
80.25,18.75,2020-10-11,0,20.194591522216797
80.25,18.75,2020-10-12,0,27.76267433166504
80.25,18.75,2020-10-13,0,8.879273414611816
80.25,18.75,2020-10-14,0,1.7795445919036865
80.25,18.75,2020-10-15,0,0.1861320436000824
80.25,18.75,2020-10-16,0,0.0
80.25,18.75,2020-10-17,0,24.938791275024414
80.25,18.75,2020-10-18,0,0.0
80.25,18.75,2020-10-19,0,15.450176239013672
80.25,18.75,2020-10-20,0,0.0
80.25,18.75,2020-10-21,0,22.237722396850586
80.25,18.75,2020-10-22,0,0.0
80.25,18.75,2020-10-23,0,0.0
80.25,18.75,2020-10-24,0,0.0
80.25,18.75,2020-10-25,0,0.0
80.25,18.75,2020-10-26,0,0.0
80.25,18.75,2020-10-27,0,0.0
80.25,18.75,2020-10-28,0,0.0
80.25,18.75,2020-10-29,0,0.0
80.25,18.75,2020-10-30,0,0.0
80.25,18.75,2020-10-31,0,0.0
80.25,18.75,2020-11-01,0,0.0
80.25,18.75,2020-11-02,0,0.0
80.25,18.75,2020-11-03,0,0.0
80.25,18.75,2020-11-04,0,0.0
80.25,18.75,2020-11-05,0,0.0
80.25,18.75,2020-11-06,0,0.0
80.25,18.75,2020-11-07,0,0.0
80.25,18.75,2020-11-08,0,0.0
80.25,18.75,2020-11-09,0,0.0
80.25,18.75,2020-11-10,0,0.0
80.25,18.75,2020-11-11,0,0.0
80.25,18.75,2020-11-12,0,0.0
80.25,18.75,2020-11-13,0,0.23559017479419708
80.25,18.75,2020-11-14,0,0.0
80.25,18.75,2020-11-15,0,0.0
80.25,18.75,2020-11-16,0,0.0
80.25,18.75,2020-11-17,0,0.0
80.25,18.75,2020-11-18,0,0.0
80.25,18.75,2020-11-19,0,0.0
80.25,18.75,2020-11-20,0,0.0
80.25,18.75,2020-11-21,0,0.0
80.25,18.75,2020-11-22,0,0.0
80.25,18.75,2020-11-23,0,0.0
80.25,18.75,2020-11-24,0,0.0
80.25,18.75,2020-11-25,0,0.0
80.25,18.75,2020-11-26,0,0.0
80.25,18.75,2020-11-27,0,6.398923397064209
80.25,18.75,2020-11-28,0,0.4415583908557892
80.25,18.75,2020-11-29,0,0.0
80.25,18.75,2020-11-30,0,0.0
80.25,18.75,2020-12-01,0,0.0
80.25,18.75,2020-12-02,0,0.0
80.25,18.75,2020-12-03,0,0.0
80.25,18.75,2020-12-04,0,0.0
80.25,18.75,2020-12-05,0,0.0
80.25,18.75,2020-12-06,0,0.0
80.25,18.75,2020-12-07,0,0.0
80.25,18.75,2020-12-08,0,0.0
80.25,18.75,2020-12-09,0,0.0
80.25,18.75,2020-12-10,0,0.0
80.25,18.75,2020-12-11,0,0.0
80.25,18.75,2020-12-12,0,0.0
80.25,18.75,2020-12-13,0,0.0
80.25,18.75,2020-12-14,0,0.0
80.25,18.75,2020-12-15,0,0.0
80.25,18.75,2020-12-16,0,0.0
80.25,18.75,2020-12-17,0,0.0
80.25,18.75,2020-12-18,0,0.0
80.25,18.75,2020-12-19,0,0.0
80.25,18.75,2020-12-20,0,0.0
80.25,18.75,2020-12-21,0,0.0
80.25,18.75,2020-12-22,0,0.0
80.25,18.75,2020-12-23,0,0.0
80.25,18.75,2020-12-24,0,0.0
80.25,18.75,2020-12-25,0,0.0
80.25,18.75,2020-12-26,0,0.0
80.25,18.75,2020-12-27,0,0.0
80.25,18.75,2020-12-28,0,0.0
80.25,18.75,2020-12-29,0,0.0
80.25,18.75,2020-12-30,0,0.0
80.25,18.75,2020-12-31,0,0.0
80.5,18.75,2020-01-01,0,0.0
80.5,18.75,2020-01-02,0,0.0
80.5,18.75,2020-01-03,0,0.0
80.5,18.75,2020-01-04,0,0.5806398987770081
80.5,18.75,2020-01-05,0,0.0
80.5,18.75,2020-01-06,0,0.0
80.5,18.75,2020-01-07,0,0.0
80.5,18.75,2020-01-08,0,0.0
80.5,18.75,2020-01-09,0,0.0
80.5,18.75,2020-01-10,0,0.0
80.5,18.75,2020-01-11,0,0.0
80.5,18.75,2020-01-12,0,0.0
80.5,18.75,2020-01-13,0,0.0
80.5,18.75,2020-01-14,0,0.0
80.5,18.75,2020-01-15,0,0.0
80.5,18.75,2020-01-16,0,0.0
80.5,18.75,2020-01-17,0,0.0
80.5,18.75,2020-01-18,0,0.0
80.5,18.75,2020-01-19,0,0.0
80.5,18.75,2020-01-20,0,0.0
80.5,18.75,2020-01-21,0,0.0
80.5,18.75,2020-01-22,0,0.0
80.5,18.75,2020-01-23,0,0.0
80.5,18.75,2020-01-24,0,0.0
80.5,18.75,2020-01-25,0,0.0
80.5,18.75,2020-01-26,0,0.0
80.5,18.75,2020-01-27,0,0.0
80.5,18.75,2020-01-28,0,0.0
80.5,18.75,2020-01-29,0,0.0
80.5,18.75,2020-01-30,0,0.0
80.5,18.75,2020-01-31,0,0.0
80.5,18.75,2020-02-01,0,0.0
80.5,18.75,2020-02-02,0,0.0
80.5,18.75,2020-02-03,0,0.4798424243927002
80.5,18.75,2020-02-04,0,0.0
80.5,18.75,2020-02-05,0,0.0
80.5,18.75,2020-02-06,0,0.0
80.5,18.75,2020-02-07,0,0.0
80.5,18.75,2020-02-08,0,0.0
80.5,18.75,2020-02-09,0,24.624191284179688
80.5,18.75,2020-02-10,0,0.0
80.5,18.75,2020-02-11,0,0.0
80.5,18.75,2020-02-12,0,0.0
80.5,18.75,2020-02-13,0,0.0
80.5,18.75,2020-02-14,0,0.0
80.5,18.75,2020-02-15,0,0.0
80.5,18.75,2020-02-16,0,0.0
80.5,18.75,2020-02-17,0,0.0
80.5,18.75,2020-02-18,0,0.0
80.5,18.75,2020-02-19,0,0.0
80.5,18.75,2020-02-20,0,0.0
80.5,18.75,2020-02-21,0,0.0
80.5,18.75,2020-02-22,0,0.0
80.5,18.75,2020-02-23,0,0.0
80.5,18.75,2020-02-24,0,0.0
80.5,18.75,2020-02-25,0,0.0
80.5,18.75,2020-02-26,0,0.4049496054649353
80.5,18.75,2020-02-27,0,0.0
80.5,18.75,2020-02-28,0,0.0
80.5,18.75,2020-02-29,0,0.0
80.5,18.75,2020-03-01,0,0.0
80.5,18.75,2020-03-02,0,0.0
80.5,18.75,2020-03-03,0,0.0
80.5,18.75,2020-03-04,0,0.0
80.5,18.75,2020-03-05,0,0.0
80.5,18.75,2020-03-06,0,8.912679672241211
80.5,18.75,2020-03-07,0,1.1700628995895386
80.5,18.75,2020-03-08,0,0.5046266317367554
80.5,18.75,2020-03-09,0,0.0
80.5,18.75,2020-03-10,0,0.0
80.5,18.75,2020-03-11,0,0.0
80.5,18.75,2020-03-12,0,0.0
80.5,18.75,2020-03-13,0,0.0
80.5,18.75,2020-03-14,0,0.0
80.5,18.75,2020-03-15,0,0.0
80.5,18.75,2020-03-16,0,0.0
80.5,18.75,2020-03-17,0,0.0
80.5,18.75,2020-03-18,0,0.0
80.5,18.75,2020-03-19,0,0.20185066759586334
80.5,18.75,2020-03-20,0,0.9247251749038696
80.5,18.75,2020-03-21,0,0.0
80.5,18.75,2020-03-22,0,0.0
80.5,18.75,2020-03-23,0,0.0
80.5,18.75,2020-03-24,0,0.0
80.5,18.75,2020-03-25,0,0.0
80.5,18.75,2020-03-26,0,0.0
80.5,18.75,2020-03-27,0,0.0
80.5,18.75,2020-03-28,0,0.0
80.5,18.75,2020-03-29,0,0.0
80.5,18.75,2020-03-30,0,0.9111365675926208
80.5,18.75,2020-03-31,0,0.0
80.5,18.75,2020-04-01,0,0.0
80.5,18.75,2020-04-02,0,0.788312554359436
80.5,18.75,2020-04-03,0,0.0
80.5,18.75,2020-04-04,0,0.0
80.5,18.75,2020-04-05,0,0.0
80.5,18.75,2020-04-06,0,0.0
80.5,18.75,2020-04-07,0,0.0
80.5,18.75,2020-04-08,0,0.0
80.5,18.75,2020-04-09,0,7.744504451751709
80.5,18.75,2020-04-10,0,8.048373222351074
80.5,18.75,2020-04-11,0,0.35323867201805115
80.5,18.75,2020-04-12,0,0.0
80.5,18.75,2020-04-13,0,0.0
80.5,18.75,2020-04-14,0,0.0
80.5,18.75,2020-04-15,0,0.0
80.5,18.75,2020-04-16,0,0.0
80.5,18.75,2020-04-17,0,0.0
80.5,18.75,2020-04-18,0,0.0
80.5,18.75,2020-04-19,0,0.10092533379793167
80.5,18.75,2020-04-20,0,0.0
80.5,18.75,2020-04-21,0,0.0
80.5,18.75,2020-04-22,0,0.0
80.5,18.75,2020-04-23,0,0.0
80.5,18.75,2020-04-24,0,0.0
80.5,18.75,2020-04-25,0,0.0
80.5,18.75,2020-04-26,0,3.2663211822509766
80.5,18.75,2020-04-27,0,0.0
80.5,18.75,2020-04-28,0,18.02082061767578
80.5,18.75,2020-04-29,0,4.297252655029297
80.5,18.75,2020-04-30,0,0.0
80.5,18.75,2020-05-01,0,1.7959284782409668
80.5,18.75,2020-05-02,0,0.0
80.5,18.75,2020-05-03,0,0.0
80.5,18.75,2020-05-04,0,0.0
80.5,18.75,2020-05-05,0,0.0
80.5,18.75,2020-05-06,0,0.0
80.5,18.75,2020-05-07,0,1.3805782794952393
80.5,18.75,2020-05-08,0,0.0
80.5,18.75,2020-05-09,0,0.8098992109298706
80.5,18.75,2020-05-10,0,0.0
80.5,18.75,2020-05-11,0,1.2129764556884766
80.5,18.75,2020-05-12,0,0.0
80.5,18.75,2020-05-13,0,0.0
80.5,18.75,2020-05-14,0,0.0
80.5,18.75,2020-05-15,0,0.0
80.5,18.75,2020-05-16,0,0.0
80.5,18.75,2020-05-17,0,1.439527153968811
80.5,18.75,2020-05-18,0,0.2523133158683777
80.5,18.75,2020-05-19,0,3.745783805847168
80.5,18.75,2020-05-20,0,0.0
80.5,18.75,2020-05-21,0,0.0
80.5,18.75,2020-05-22,0,0.0
80.5,18.75,2020-05-23,0,0.0
80.5,18.75,2020-05-24,0,0.0
80.5,18.75,2020-05-25,0,0.0
80.5,18.75,2020-05-26,0,0.0
80.5,18.75,2020-05-27,0,0.0
80.5,18.75,2020-05-28,0,0.0
80.5,18.75,2020-05-29,0,1.0136858224868774
80.5,18.75,2020-05-30,0,8.508347511291504
80.5,18.75,2020-05-31,0,0.0
80.5,18.75,2020-06-01,0,36.923316955566406
80.5,18.75,2020-06-02,0,0.0
80.5,18.75,2020-06-03,0,0.894033670425415
80.5,18.75,2020-06-04,0,1.2965068817138672
80.5,18.75,2020-06-05,0,0.0
80.5,18.75,2020-06-06,0,0.22582048177719116
80.5,18.75,2020-06-07,0,0.0
80.5,18.75,2020-06-08,0,0.0
80.5,18.75,2020-06-09,0,0.0
80.5,18.75,2020-06-10,0,2.6819474697113037
80.5,18.75,2020-06-11,0,56.82707595825195
80.5,18.75,2020-06-12,0,5.597475528717041
80.5,18.75,2020-06-13,0,5.0570831298828125
80.5,18.75,2020-06-14,0,2.766536235809326
80.5,18.75,2020-06-15,0,8.96957778930664
80.5,18.75,2020-06-16,0,36.69775390625
80.5,18.75,2020-06-17,0,35.57402038574219
80.5,18.75,2020-06-18,0,2.2637338638305664
80.5,18.75,2020-06-19,0,13.05319595336914
80.5,18.75,2020-06-20,0,0.5321969985961914
80.5,18.75,2020-06-21,0,0.0
80.5,18.75,2020-06-22,0,39.89422607421875
80.5,18.75,2020-06-23,0,3.7121381759643555
80.5,18.75,2020-06-24,0,6.139881610870361
80.5,18.75,2020-06-25,0,0.0
80.5,18.75,2020-06-26,0,0.0
80.5,18.75,2020-06-27,0,0.0
80.5,18.75,2020-06-28,0,3.950065851211548
80.5,18.75,2020-06-29,0,2.050365924835205
80.5,18.75,2020-06-30,0,10.609518051147461
80.5,18.75,2020-07-01,0,4.2297539710998535
80.5,18.75,2020-07-02,0,34.551849365234375
80.5,18.75,2020-07-03,0,0.0
80.5,18.75,2020-07-04,0,32.542057037353516
80.5,18.75,2020-07-05,0,46.97248458862305
80.5,18.75,2020-07-06,0,18.772029876708984
80.5,18.75,2020-07-07,0,0.8771259188652039
80.5,18.75,2020-07-08,0,1.4847477674484253
80.5,18.75,2020-07-09,0,15.012469291687012
80.5,18.75,2020-07-10,0,73.378173828125
80.5,18.75,2020-07-11,0,0.0
80.5,18.75,2020-07-12,0,9.30707836151123
80.5,18.75,2020-07-13,0,12.366998672485352
80.5,18.75,2020-07-14,0,3.1109001636505127
80.5,18.75,2020-07-15,0,45.70210266113281
80.5,18.75,2020-07-16,0,6.899094104766846
80.5,18.75,2020-07-17,0,5.902637481689453
80.5,18.75,2020-07-18,0,0.32260069251060486
80.5,18.75,2020-07-19,0,0.1935604214668274
80.5,18.75,2020-07-20,0,8.482251167297363
80.5,18.75,2020-07-21,0,6.2616047859191895
80.5,18.75,2020-07-22,0,0.0
80.5,18.75,2020-07-23,0,28.536865234375
80.5,18.75,2020-07-24,0,13.342999458312988
80.5,18.75,2020-07-25,0,11.954119682312012
80.5,18.75,2020-07-26,0,0.5806812644004822
80.5,18.75,2020-07-27,0,0.0
80.5,18.75,2020-07-28,0,0.0
80.5,18.75,2020-07-29,0,3.551636219024658
80.5,18.75,2020-07-30,0,0.0
80.5,18.75,2020-07-31,0,0.0
80.5,18.75,2020-08-01,0,0.7904196977615356
80.5,18.75,2020-08-02,0,13.803962707519531
80.5,18.75,2020-08-03,0,6.425103187561035
80.5,18.75,2020-08-04,0,22.287799835205078
80.5,18.75,2020-08-05,0,4.351102828979492
80.5,18.75,2020-08-06,0,6.997325897216797
80.5,18.75,2020-08-07,0,5.474273681640625
80.5,18.75,2020-08-08,0,4.995587348937988
80.5,18.75,2020-08-09,0,16.71358871459961
80.5,18.75,2020-08-10,0,81.50344848632812
80.5,18.75,2020-08-11,0,46.16082763671875
80.5,18.75,2020-08-12,0,4.554646968841553
80.5,18.75,2020-08-13,0,58.527645111083984
80.5,18.75,2020-08-14,0,124.14949798583984
80.5,18.75,2020-08-15,0,125.0811538696289
80.5,18.75,2020-08-16,0,219.52691650390625
80.5,18.75,2020-08-17,0,120.1896743774414
80.5,18.75,2020-08-18,0,18.43854522705078
80.5,18.75,2020-08-19,0,50.93916320800781
80.5,18.75,2020-08-20,0,77.03538513183594
80.5,18.75,2020-08-21,0,75.8948974609375
80.5,18.75,2020-08-22,0,15.221901893615723
80.5,18.75,2020-08-23,0,1.3550381660461426
80.5,18.75,2020-08-24,0,4.764448165893555
80.5,18.75,2020-08-25,0,0.0
80.5,18.75,2020-08-26,0,7.259034156799316
80.5,18.75,2020-08-27,0,6.949430465698242
80.5,18.75,2020-08-28,0,9.792646408081055
80.5,18.75,2020-08-29,0,5.24548864364624
80.5,18.75,2020-08-30,0,0.5645992159843445
80.5,18.75,2020-08-31,0,0.0
80.5,18.75,2020-09-01,0,0.0
80.5,18.75,2020-09-02,0,0.0
80.5,18.75,2020-09-03,0,0.16130034625530243
80.5,18.75,2020-09-04,0,0.0
80.5,18.75,2020-09-05,0,4.874606132507324
80.5,18.75,2020-09-06,0,0.0
80.5,18.75,2020-09-07,0,0.0
80.5,18.75,2020-09-08,0,0.0
80.5,18.75,2020-09-09,0,2.0413618087768555
